accession_id	phenotype_value
PN11_SID969	67.6666666666667
PN11_SID970	90.3333333333333
PN11_SID971	56.6666666666667
PN11_SID972	69.3333333333333
PN11_SID974	53
PN11_SID975	57
PN11_SID976	56.3333333333333
PN11_SID977	65.3333333333333
PN11_SID978	72
PN11_SID979	58.3333333333333
PN11_SID980	62.3333333333333
PN11_SID981	NA
PN11_SID982	67.5
PN11_SID983	51.6666666666667
PN11_SID984	67.6666666666667
PN11_SID985	61.3333333333333
PN11_SID986	78.6666666666667
PN11_SID987	67.3333333333333
PN11_SID988	63.6666666666667
PN11_SID989	62
PN11_SID990	88
PN11_SID991	70.3333333333333
PN11_SID992	65
